Transaction_date,Brand Name,Sales Value
2018-10-22,Thums Up,1622.85
2018-10-22,Mirinda,6898.008
2018-10-22,Fanta,992.95
2018-10-22,Mountain Dew,251.9
2018-10-23,Coca Cola,3434
2018-10-23,Thums Up,3399.05
2018-10-23,Mirinda,3896.995
2018-10-23,Fanta,1669.65
2018-10-23,Sprite,42
2018-10-23,Mountain Dew,340.7
2018-10-24,Coca Cola,4156.15
2018-10-24,Thums Up,1252.4
2018-10-24,Mirinda,4787.58
2018-10-24,Fanta,2091.05
2018-10-24,Mountain Dew,733.1
2018-10-25,Coca Cola,3898.25
2018-10-25,Thums Up,1252.3
2018-10-25,Mirinda,4471.775
2018-10-25,Fanta,863.5
2018-10-25,Mountain Dew,520.35
2018-10-26,Coca Cola,4289.05
2018-10-26,Thums Up,897.2
2018-10-26,Mirinda,3852.855
2018-10-26,Fanta,947.1
2018-10-26,Sprite,16
2018-10-26,Mountain Dew,1764
2018-10-27,Coca Cola,3792.25
2018-10-27,Thums Up,1917
2018-10-27,Mirinda,2707.825
2018-10-27,Fanta,589.25
2018-10-27,Mountain Dew,1415.46
2018-10-28,Coca Cola,1178.5
2018-10-28,Thums Up,202.5
2018-10-28,Mirinda,1000.47
2018-10-28,Fanta,140.3
2018-10-28,Mountain Dew,88
2018-10-29,Coca Cola,2501.4
2018-10-29,Thums Up,647.7
2018-10-29,Mirinda,1730.675
2018-10-29,Fanta,775.85
2018-10-29,Sprite,7
2018-10-29,Mountain Dew,733.2
2018-10-30,Coca Cola,4398.2
2018-10-30,Thums Up,1530
2018-10-30,Mirinda,7544.065
2018-10-30,Fanta,3988.15
2018-10-30,Sprite,2
2018-10-30,Mountain Dew,2206.6
2018-10-31,Coca Cola,4310.75
2018-10-31,Thums Up,1323.8
2018-10-31,Mirinda,8053.71
2018-10-31,Fanta,1392.25
2018-10-31,Sprite,46
2018-10-31,Mountain Dew,1392
2018-11-01,Coca Cola,6344.25
2018-11-01,Thums Up,2097.85
2018-11-01,Mirinda,10736.93
2018-11-01,Fanta,1292.1
2018-11-01,Sprite,49
2018-11-01,Mountain Dew,619.35
2018-11-02,Coca Cola,7469.9
2018-11-02,Thums Up,1773.75
2018-11-02,Mirinda,9040.062
2018-11-02,Fanta,1282.15
2018-11-02,Sprite,116.4
2018-11-02,Mountain Dew,2038.95
2018-11-03,Coca Cola,3512.75
2018-11-03,Thums Up,1428.71
2018-11-03,Mirinda,10561.375
2018-11-03,Fanta,1065
2018-11-03,Sprite,38
2018-11-03,Mountain Dew,3922.55
2018-11-04,Coca Cola,793.65
2018-11-04,Thums Up,289.65
2018-11-04,Mirinda,1043.65
2018-11-04,Fanta,293
2018-11-04,Sprite,10
2018-11-04,Mountain Dew,145.25
2018-11-05,Coca Cola,3626.7
2018-11-05,Thums Up,1115.2
2018-11-05,Mirinda,5703.055
2018-11-05,Fanta,659.15
2018-11-05,Sprite,48.45
2018-11-05,Mountain Dew,864.5
2018-11-06,Coca Cola,3162.7
2018-11-06,Thums Up,680.1
2018-11-06,Mirinda,5594.07
2018-11-06,Fanta,606.35
2018-11-06,Sprite,23
2018-11-06,Mountain Dew,219.65
2018-11-07,Coca Cola,516.6
2018-11-07,Thums Up,223.9
2018-11-07,Mirinda,1592.43
2018-11-07,Fanta,129
2018-11-07,Mountain Dew,11.95
2018-11-08,Coca Cola,981.1
2018-11-08,Thums Up,293
2018-11-08,Mirinda,779.16
2018-11-08,Fanta,539.75
2018-11-08,Mountain Dew,248.75
2018-11-09,Coca Cola,1218.2
2018-11-09,Thums Up,351.6
2018-11-09,Mirinda,856.635
2018-11-09,Fanta,1153
2018-11-09,Sprite,42
2018-11-09,Mountain Dew,933.75
2018-11-10,Coca Cola,1541.125
2018-11-10,Thums Up,566.2
2018-11-10,Mirinda,1231.47
2018-11-10,Fanta,267.25
2018-11-10,Mountain Dew,144.5
2018-11-11,Coca Cola,683.4
2018-11-11,Thums Up,96.25
2018-11-11,Mirinda,1509.05
2018-11-11,Fanta,283
2018-11-11,Sprite,5
2018-11-11,Mountain Dew,110.75
2018-11-12,Coca Cola,2074.75
2018-11-12,Thums Up,975.19
2018-11-12,Mirinda,6187.63
2018-11-12,Fanta,712.7
2018-11-12,Sprite,16
2018-11-12,Mountain Dew,751.55
2018-11-13,Coca Cola,4731.5
2018-11-13,Thums Up,1758.95
2018-11-13,Mirinda,28420.18
2018-11-13,Fanta,1808.55
2018-11-13,Sprite,10
2018-11-13,Mountain Dew,880.9
2018-11-14,Coca Cola,5594.7
2018-11-14,Thums Up,2822.16
2018-11-14,Mirinda,11474.395
2018-11-14,Fanta,893.4
2018-11-14,Sprite,15.05
2018-11-14,Mountain Dew,426.55
2018-11-15,Coca Cola,5512.1
2018-11-15,Thums Up,1562.49
2018-11-15,Mirinda,14348.645
2018-11-15,Fanta,1075.05
2018-11-15,Sprite,2
2018-11-15,Mountain Dew,707.6
2018-11-16,Coca Cola,3165.65
2018-11-16,Thums Up,869.1
2018-11-16,Mirinda,24556.03
2018-11-16,Fanta,1687.1
2018-11-16,Sprite,17
2018-11-16,Mountain Dew,2008
2018-11-17,Coca Cola,4138.45
2018-11-17,Thums Up,2045.55
2018-11-17,Mirinda,31796.235
2018-11-17,Fanta,1249.1
2018-11-17,Sprite,2
2018-11-17,Mountain Dew,891.25
2018-11-18,Coca Cola,6099.2
2018-11-18,Thums Up,2221.3
2018-11-18,Mirinda,1312.21
2018-11-18,Fanta,1047.95
2018-11-18,Mountain Dew,442.3
2018-11-19,Coca Cola,4405.7
2018-11-19,Thums Up,2043.85
2018-11-19,Mirinda,8978.785
2018-11-19,Fanta,1080.75
2018-11-19,Sprite,2
2018-11-19,Mountain Dew,695.4
2018-11-20,Coca Cola,5016.595
2018-11-20,Thums Up,5353.845
2018-11-20,Mirinda,14557.2
2018-11-20,Fanta,1651.45
2018-11-20,Sprite,10
2018-11-20,Mountain Dew,3944.55
2018-11-21,Coca Cola,2998.4
2018-11-21,Thums Up,3036.9
2018-11-21,Mirinda,30445.9
2018-11-21,Fanta,2454.55
2018-11-21,Sprite,51
2018-11-21,Mountain Dew,1304.85
2018-11-22,Coca Cola,3660.3
2018-11-22,Thums Up,11684.7
2018-11-22,Mirinda,13738.16
2018-11-22,Fanta,1598.65
2018-11-22,Sprite,30
2018-11-22,Mountain Dew,1734.85
2018-11-23,Coca Cola,3505.35
2018-11-23,Thums Up,1075.95
2018-11-23,Mirinda,5543.35
2018-11-23,Fanta,1704.25
2018-11-23,Mountain Dew,1502.55
2018-11-24,Coca Cola,2595.95
2018-11-24,Thums Up,681
2018-11-24,Mirinda,2323.84
2018-11-24,Fanta,741.05
2018-11-24,Sprite,32
2018-11-24,Mountain Dew,644.7
2018-11-25,Coca Cola,898.15
2018-11-25,Thums Up,287.2
2018-11-25,Mirinda,1789.765
2018-11-25,Fanta,1155.5
2018-11-25,Mountain Dew,178.2
2018-11-26,Coca Cola,5114.2
2018-11-26,Thums Up,2927.25
2018-11-26,Mirinda,6248.695
2018-11-26,Fanta,1049.85
2018-11-26,Sprite,19
2018-11-26,Mountain Dew,638.25
2018-11-27,Coca Cola,6630.75
2018-11-27,Thums Up,770.65
2018-11-27,Mirinda,14937.66
2018-11-27,Fanta,1312.5
2018-11-27,Sprite,50
2018-11-27,Mountain Dew,1645.6
2018-11-28,Coca Cola,4996.1
2018-11-28,Thums Up,1039.85
2018-11-28,Mirinda,12983.72
2018-11-28,Fanta,2193.55
2018-11-28,Sprite,53.5
2018-11-28,Mountain Dew,959.35
2018-11-29,Coca Cola,5170.05
2018-11-29,Thums Up,1266.1
2018-11-29,Mirinda,10542.455
2018-11-29,Fanta,1037.15
2018-11-29,Sprite,51.9
2018-11-29,Mountain Dew,829.35
2018-11-30,Coca Cola,5377.65
2018-11-30,Thums Up,1086.7
2018-11-30,Mirinda,6329.118
2018-11-30,Fanta,1448.85
2018-11-30,Sprite,36
2018-11-30,Mountain Dew,929.5
2018-12-01,Coca Cola,3768
2018-12-01,Thums Up,1347.5
2018-12-01,Mirinda,6565.185
2018-12-01,Fanta,875.9
2018-12-01,Sprite,130
2018-12-01,Mountain Dew,1045.35
2018-12-02,Coca Cola,1584.2
2018-12-02,Thums Up,443.4
2018-12-02,Mirinda,1847.645
2018-12-02,Fanta,2905.4
2018-12-02,Sprite,61
2018-12-02,Mountain Dew,522.65
2018-12-03,Coca Cola,5862.54
2018-12-03,Thums Up,1071.1
2018-12-03,Mirinda,8501.905
2018-12-03,Fanta,1476.4
2018-12-03,Sprite,27
2018-12-03,Mountain Dew,2029.9
2018-12-04,Coca Cola,5484.3
2018-12-04,Thums Up,1465.65
2018-12-04,Mirinda,47895.425
2018-12-04,Fanta,1720.95
2018-12-04,Sprite,13.1
2018-12-04,Mountain Dew,1388
2018-12-05,Coca Cola,7096.45
2018-12-05,Thums Up,1382.3
2018-12-05,Mirinda,15508.113
2018-12-05,Fanta,3131.7
2018-12-05,Sprite,25
2018-12-05,Mountain Dew,684.35
2018-12-06,Coca Cola,6106.45
2018-12-06,Thums Up,1728.7
2018-12-06,Mirinda,26954.905
2018-12-06,Fanta,3309.85
2018-12-06,Sprite,31
2018-12-06,Mountain Dew,955.75
2018-12-07,Coca Cola,5498.4
2018-12-07,Thums Up,1110.35
2018-12-07,Mirinda,11121.834
2018-12-07,Fanta,1335.5
2018-12-07,Sprite,66.5
2018-12-07,Mountain Dew,1744.2
2018-12-08,Coca Cola,4640.35
2018-12-08,Thums Up,1604.15
2018-12-08,Mirinda,15613.27
2018-12-08,Fanta,1098.65
2018-12-08,Mountain Dew,750.95
2018-12-09,Coca Cola,1722.75
2018-12-09,Thums Up,446
2018-12-09,Mirinda,737.1
2018-12-09,Fanta,289
2018-12-09,Sprite,2
2018-12-09,Mountain Dew,113.5
2018-12-10,Coca Cola,5957.25
2018-12-10,Thums Up,1112
2018-12-10,Mirinda,22015.725
2018-12-10,Fanta,1282.4
2018-12-10,Sprite,21.5
2018-12-10,Mountain Dew,937.3
2018-12-11,Coca Cola,1640.15
2018-12-11,Thums Up,555.9
2018-12-11,Mirinda,5212.636
2018-12-11,Fanta,952
2018-12-11,Mountain Dew,976
2018-12-12,Coca Cola,3590.5
2018-12-12,Thums Up,1585.7
2018-12-12,Mirinda,3578.61
2018-12-12,Fanta,1355.5
2018-12-12,Sprite,14
2018-12-12,Mountain Dew,1660.75
2018-12-13,Coca Cola,2534
2018-12-13,Thums Up,587.7
2018-12-13,Mirinda,4636.655
2018-12-13,Fanta,791.4
2018-12-13,Sprite,31
2018-12-13,Mountain Dew,1086.1
2018-12-14,Coca Cola,4734.75
2018-12-14,Thums Up,694.3
2018-12-14,Mirinda,12301.86
2018-12-14,Fanta,730.25
2018-12-14,Sprite,12
2018-12-14,Mountain Dew,846.5
2018-12-15,Coca Cola,4372.45
2018-12-15,Thums Up,920.65
2018-12-15,Mirinda,7042.39
2018-12-15,Fanta,855.45
2018-12-15,Mountain Dew,580.9
2018-12-16,Coca Cola,2663.8
2018-12-16,Thums Up,314.25
2018-12-16,Mirinda,2805.4
2018-12-16,Fanta,688.5
2018-12-16,Mountain Dew,460.35
2018-12-17,Coca Cola,3382.875
2018-12-17,Thums Up,1423.85
2018-12-17,Mirinda,4335.25
2018-12-17,Fanta,1231.45
2018-12-17,Mountain Dew,1338.25
2018-12-18,Coca Cola,4653.95
2018-12-18,Thums Up,1251.35
2018-12-18,Mirinda,30224.665
2018-12-18,Fanta,2733.25
2018-12-18,Sprite,510.5
2018-12-18,Mountain Dew,1046.05
2018-12-19,Coca Cola,6871.775
2018-12-19,Thums Up,1557.95
2018-12-19,Mirinda,11873.81
2018-12-19,Fanta,2004.4
2018-12-19,Sprite,10
2018-12-19,Mountain Dew,1372.65
2018-12-20,Coca Cola,3841.75
2018-12-20,Thums Up,745.05
2018-12-20,Mirinda,25868.282
2018-12-20,Fanta,1216.25
2018-12-20,Mountain Dew,1439.6
2018-12-21,Coca Cola,2998.6
2018-12-21,Thums Up,662.85
2018-12-21,Mirinda,9884.305
2018-12-21,Fanta,846.8
2018-12-21,Sprite,22.5
2018-12-21,Mountain Dew,1140.75
2018-12-22,Coca Cola,2950.35
2018-12-22,Thums Up,837.5
2018-12-22,Mirinda,14656.76
2018-12-22,Fanta,1062
2018-12-22,Sprite,20
2018-12-22,Mountain Dew,704.35
2018-12-23,Coca Cola,1158.65
2018-12-23,Thums Up,256.5
2018-12-23,Mirinda,756.13
2018-12-23,Fanta,412.5
2018-12-23,Mountain Dew,122.15
2018-12-24,Coca Cola,4144.7
2018-12-24,Thums Up,1226.65
2018-12-24,Mirinda,12448.045
2018-12-24,Fanta,1087.9
2018-12-24,Sprite,20
2018-12-24,Mountain Dew,1106.95
2018-12-25,Coca Cola,2569.15
2018-12-25,Thums Up,749.5
2018-12-25,Mirinda,29192.535
2018-12-25,Fanta,911.4
2018-12-25,Sprite,26
2018-12-25,Mountain Dew,714.85
2018-12-26,Coca Cola,7267.945
2018-12-26,Thums Up,1185.85
2018-12-26,Mirinda,48393.175
2018-12-26,Fanta,1685.3
2018-12-26,Mountain Dew,1299.5
2018-12-27,Coca Cola,6322
2018-12-27,Thums Up,1188.15
2018-12-27,Mirinda,30681.47
2018-12-27,Fanta,2393.75
2018-12-27,Sprite,28.5
2018-12-27,Mountain Dew,1262.8
2018-12-28,Coca Cola,11008.4
2018-12-28,Thums Up,1609
2018-12-28,Mirinda,19114.51
2018-12-28,Fanta,1574.3
2018-12-28,Mountain Dew,2564
2018-12-29,Coca Cola,3986.75
2018-12-29,Thums Up,1018.85
2018-12-29,Mirinda,11100.515
2018-12-29,Fanta,1061.15
2018-12-29,Sprite,29
2018-12-29,Mountain Dew,1102.85
2018-12-30,Coca Cola,1466.95
2018-12-30,Thums Up,159.95
2018-12-30,Mirinda,10835.455
2018-12-30,Fanta,353
2018-12-30,Mountain Dew,593
2018-12-31,Coca Cola,6506.05
2018-12-31,Thums Up,1912.1
2018-12-31,Mirinda,24498.415
2018-12-31,Fanta,1382.75
2018-12-31,Sprite,27
2018-12-31,Mountain Dew,1332.3
2019-01-01,Coca Cola,5543.4
2019-01-01,Thums Up,1082.95
2019-01-01,Mirinda,11275.525
2019-01-01,Fanta,1971.45
2019-01-01,Sprite,50.75
2019-01-01,Mountain Dew,656.1
2019-01-02,Coca Cola,5867.2
2019-01-02,Thums Up,1588.225
2019-01-02,Mirinda,8539.258
2019-01-02,Fanta,3096.5
2019-01-02,Sprite,48.15
2019-01-02,Mountain Dew,999.35
2019-01-03,Coca Cola,5176.6
2019-01-03,Thums Up,1500.15
2019-01-03,Mirinda,7440.58
2019-01-03,Fanta,3180.95
2019-01-03,Sprite,17
2019-01-03,Mountain Dew,612.35
2019-01-04,Coca Cola,3091.75
2019-01-04,Thums Up,1389.75
2019-01-04,Mirinda,10293.615
2019-01-04,Fanta,553.3
2019-01-04,Sprite,63
2019-01-04,Mountain Dew,325.9
2019-01-05,Coca Cola,2848.4
2019-01-05,Thums Up,597
2019-01-05,Mirinda,5471.695
2019-01-05,Fanta,571.25
2019-01-05,Sprite,473
2019-01-05,Mountain Dew,632.55
2019-01-06,Coca Cola,1408.75
2019-01-06,Thums Up,376.6
2019-01-06,Mirinda,1605.43
2019-01-06,Fanta,483.25
2019-01-06,Sprite,1
2019-01-06,Mountain Dew,288.75
2019-01-07,Coca Cola,4930.85
2019-01-07,Thums Up,828.55
2019-01-07,Mirinda,6508.786
2019-01-07,Fanta,2369.1
2019-01-07,Sprite,26
2019-01-07,Mountain Dew,915.9
2019-01-08,Coca Cola,5612.35
2019-01-08,Thums Up,1729
2019-01-08,Mirinda,16015.77
2019-01-08,Fanta,1405.65
2019-01-08,Sprite,15.5
2019-01-08,Mountain Dew,1023.35
2019-01-09,Coca Cola,3250.78
2019-01-09,Thums Up,2042.1
2019-01-09,Mirinda,33622.945
2019-01-09,Fanta,1074.5
2019-01-09,Sprite,1
2019-01-09,Mountain Dew,958.6
2019-01-10,Coca Cola,4181.35
2019-01-10,Thums Up,740.85
2019-01-10,Mirinda,29321.04
2019-01-10,Fanta,1042.3
2019-01-10,Sprite,30
2019-01-10,Mountain Dew,353.4
2019-01-11,Coca Cola,4441.85
2019-01-11,Thums Up,3025.5
2019-01-11,Mirinda,15646.435
2019-01-11,Fanta,1481.65
2019-01-11,Sprite,32
2019-01-11,Mountain Dew,1362.35
2019-01-12,Coca Cola,3472.95
2019-01-12,Thums Up,1079.4
2019-01-12,Mirinda,17741.737
2019-01-12,Fanta,1296.45
2019-01-12,Sprite,3
2019-01-12,Mountain Dew,638
2019-01-13,Coca Cola,2320.55
2019-01-13,Thums Up,897.5
2019-01-13,Mirinda,4877.275
2019-01-13,Fanta,840.85
2019-01-13,Mountain Dew,172.95
2019-01-14,Coca Cola,3891.25
2019-01-14,Thums Up,649.1
2019-01-14,Mirinda,17126.061
2019-01-14,Fanta,712.05
2019-01-14,Sprite,5
2019-01-14,Mountain Dew,270.3
2019-01-15,Coca Cola,5796.15
2019-01-15,Thums Up,1482.95
2019-01-15,Mirinda,14956.775
2019-01-15,Fanta,1298.85
2019-01-15,Sprite,33
2019-01-15,Mountain Dew,830
2019-01-16,Coca Cola,7491
2019-01-16,Thums Up,2094.1
2019-01-16,Mirinda,22325.02
2019-01-16,Fanta,1791.5
2019-01-16,Sprite,10.15
2019-01-16,Mountain Dew,746.25
2019-01-17,Coca Cola,7553.1
2019-01-17,Thums Up,1243.3
2019-01-17,Mirinda,16286.111
2019-01-17,Fanta,990.5
2019-01-17,Mountain Dew,2069.65
2019-01-18,Coca Cola,4499.95
2019-01-18,Thums Up,1305
2019-01-18,Mirinda,6550.905
2019-01-18,Fanta,966.1
2019-01-18,Mountain Dew,326.6
2019-01-19,Coca Cola,2703.95
2019-01-19,Thums Up,581.65
2019-01-19,Mirinda,33284.515
2019-01-19,Fanta,809.75
2019-01-19,Mountain Dew,401
2019-01-20,Coca Cola,671.25
2019-01-20,Thums Up,366.5
2019-01-20,Mirinda,1551.05
2019-01-20,Fanta,104
2019-01-20,Mountain Dew,75.15
2019-01-21,Coca Cola,8788.3
2019-01-21,Thums Up,1691.25
2019-01-21,Mirinda,18286.103
2019-01-21,Fanta,1611.05
2019-01-21,Sprite,634
2019-01-21,Mountain Dew,968.25
2019-01-22,Coca Cola,5972.65
2019-01-22,Thums Up,3576.41
2019-01-22,Mirinda,16380.2
2019-01-22,Fanta,3124.9
2019-01-22,Sprite,36.1
2019-01-22,Mountain Dew,1300.45
2019-01-23,Coca Cola,4722.6
2019-01-23,Thums Up,1303.15
2019-01-23,Mirinda,6624.401
2019-01-23,Fanta,2027.65
2019-01-23,Sprite,19.4
2019-01-23,Mountain Dew,707.05
2019-01-24,Coca Cola,4259.3
2019-01-24,Thums Up,1619.605
2019-01-24,Mirinda,26081.565
2019-01-24,Fanta,1046.25
2019-01-24,Sprite,4
2019-01-24,Mountain Dew,748
2019-01-25,Coca Cola,3646.45
2019-01-25,Thums Up,1041.65
2019-01-25,Mirinda,6941.15
2019-01-25,Fanta,1622.1
2019-01-25,Sprite,30
2019-01-25,Mountain Dew,762.3
2019-01-26,Coca Cola,2586.25
2019-01-26,Thums Up,441.5
2019-01-26,Mirinda,2285.395
2019-01-26,Fanta,385.25
2019-01-26,Sprite,220
2019-01-26,Mountain Dew,143
2019-01-27,Coca Cola,492.75
2019-01-27,Thums Up,200.25
2019-01-27,Mirinda,726.905
2019-01-27,Fanta,381.45
2019-01-27,Sprite,27.5
2019-01-27,Mountain Dew,118.15
2019-01-28,Coca Cola,7471.15
2019-01-28,Thums Up,1739.25
2019-01-28,Mirinda,6881
2019-01-28,Fanta,2360.95
2019-01-28,Sprite,24
2019-01-28,Mountain Dew,720
2019-01-29,Coca Cola,3771.35
2019-01-29,Thums Up,1934
2019-01-29,Mirinda,32193.401
2019-01-29,Fanta,2407.4
2019-01-29,Sprite,2.9
2019-01-29,Mountain Dew,771.35
2019-01-30,Coca Cola,4036.8
2019-01-30,Thums Up,1374.2
2019-01-30,Mirinda,17419.858
2019-01-30,Fanta,1513.05
2019-01-30,Sprite,38.5
2019-01-30,Mountain Dew,792.5
2019-01-31,Coca Cola,3818.7
2019-01-31,Thums Up,2496.35
2019-01-31,Mirinda,10737.135
2019-01-31,Fanta,2089.05
2019-01-31,Sprite,71
2019-01-31,Mountain Dew,1684.65
2019-02-01,Coca Cola,4317.35
2019-02-01,Thums Up,1885.15
2019-02-01,Mirinda,7897.893
2019-02-01,Fanta,2931.1
2019-02-01,Sprite,47
2019-02-01,Mountain Dew,1467.5
2019-02-02,Coca Cola,4645.85
2019-02-02,Thums Up,1427.05
2019-02-02,Mirinda,22559.475
2019-02-02,Fanta,3613.6
2019-02-02,Sprite,12
2019-02-02,Mountain Dew,906.05
2019-02-03,Coca Cola,775
2019-02-03,Thums Up,426
2019-02-03,Mirinda,4461.6
2019-02-03,Fanta,1034.5
2019-02-03,Mountain Dew,170.25
2019-02-04,Coca Cola,1655.9
2019-02-04,Thums Up,898.75
2019-02-04,Mirinda,3928.27
2019-02-04,Fanta,1045.65
2019-02-04,Mountain Dew,376.25
2019-02-05,Coca Cola,5096.7
2019-02-05,Thums Up,2389.05
2019-02-05,Mirinda,11176.125
2019-02-05,Fanta,1764.95
2019-02-05,Sprite,22.5
2019-02-05,Mountain Dew,1215.95
2019-02-06,Coca Cola,4148.05
2019-02-06,Thums Up,1540.75
2019-02-06,Mirinda,16158.06
2019-02-06,Fanta,1297.25
2019-02-06,Mountain Dew,764.65
2019-02-07,Coca Cola,5798.9
2019-02-07,Thums Up,1733.6
2019-02-07,Mirinda,7634.135
2019-02-07,Fanta,2517.15
2019-02-07,Sprite,8.5
2019-02-07,Mountain Dew,1520
2019-02-08,Coca Cola,4692.3
2019-02-08,Thums Up,3797.95
2019-02-08,Mirinda,17325.19
2019-02-08,Fanta,2131.15
2019-02-08,Sprite,20
2019-02-08,Mountain Dew,691.05
2019-02-09,Coca Cola,3429.5
2019-02-09,Thums Up,1820.25
2019-02-09,Mirinda,6661.48
2019-02-09,Fanta,775.75
2019-02-09,Sprite,10
2019-02-09,Mountain Dew,401.5
2019-02-10,Coca Cola,1259.4
2019-02-10,Thums Up,123.25
2019-02-10,Mirinda,1642.365
2019-02-10,Fanta,538.9
2019-02-10,Sprite,15
2019-02-10,Mountain Dew,337.5
2019-02-11,Coca Cola,6011.3
2019-02-11,Thums Up,1248.45
2019-02-11,Mirinda,15147.27
2019-02-11,Fanta,1062.25
2019-02-11,Sprite,40
2019-02-11,Mountain Dew,1001.05
2019-02-12,Coca Cola,6399.7
2019-02-12,Thums Up,1436
2019-02-12,Mirinda,12894.685
2019-02-12,Fanta,1923.45
2019-02-12,Mountain Dew,968.75
2019-02-13,Coca Cola,5998.55
2019-02-13,Thums Up,1958.85
2019-02-13,Mirinda,21576.325
2019-02-13,Fanta,1826.65
2019-02-13,Sprite,31
2019-02-13,Mountain Dew,608.15
2019-02-14,Coca Cola,6121
2019-02-14,Thums Up,1243.55
2019-02-14,Mirinda,20166.435
2019-02-14,Fanta,1371.15
2019-02-14,Sprite,4
2019-02-14,Mountain Dew,752.5
2019-02-15,Coca Cola,3497.45
2019-02-15,Thums Up,910.75
2019-02-15,Mirinda,24816.215
2019-02-15,Fanta,2536.9
2019-02-15,Sprite,88
2019-02-15,Mountain Dew,373.75
2019-02-16,Coca Cola,2488.28
2019-02-16,Thums Up,1449.53
2019-02-16,Mirinda,22082.86
2019-02-16,Fanta,1259.55
2019-02-16,Sprite,275.5
2019-02-16,Mountain Dew,486.38
2019-02-17,Coca Cola,2196.25
2019-02-17,Thums Up,765.3
2019-02-17,Mirinda,3346.857
2019-02-17,Fanta,733.85
2019-02-17,Sprite,5
2019-02-17,Mountain Dew,214
2019-02-18,Coca Cola,3153.75
2019-02-18,Thums Up,2312.95
2019-02-18,Mirinda,10929.705
2019-02-18,Fanta,788.85
2019-02-18,Sprite,10.3
2019-02-18,Mountain Dew,341.75
2019-02-19,Coca Cola,6054.6
2019-02-19,Thums Up,3369.5
2019-02-19,Mirinda,13942.255
2019-02-19,Fanta,1748.5
2019-02-19,Sprite,30
2019-02-19,Mountain Dew,289.95
2019-02-20,Coca Cola,7983.65
2019-02-20,Thums Up,3316.1
2019-02-20,Mirinda,51199.97
2019-02-20,Fanta,1586.1
2019-02-20,Sprite,0.2
2019-02-20,Mountain Dew,652.025
2019-02-21,Coca Cola,6515.875
2019-02-21,Thums Up,3506.4
2019-02-21,Mirinda,17107.42
2019-02-21,Fanta,1457.85
2019-02-21,Mountain Dew,691.2
2019-02-22,Coca Cola,4340.65
2019-02-22,Thums Up,1489.95
2019-02-22,Mirinda,14635.14
2019-02-22,Fanta,849.8
2019-02-22,Sprite,5
2019-02-22,Mountain Dew,745.25
2019-02-23,Coca Cola,5601.65
2019-02-23,Thums Up,1269.85
2019-02-23,Mirinda,22566.17
2019-02-23,Fanta,4515.3
2019-02-23,Sprite,7.5
2019-02-23,Mountain Dew,970.4
2019-02-24,Coca Cola,1467.25
2019-02-24,Thums Up,565.15
2019-02-24,Mirinda,3413.125
2019-02-24,Fanta,310.25
2019-02-24,Mountain Dew,427.35
2019-02-25,Coca Cola,4580.4
2019-02-25,Thums Up,2490.25
2019-02-25,Mirinda,18620.14
2019-02-25,Fanta,1764.5
2019-02-25,Sprite,142
2019-02-25,Mountain Dew,1108.65
2019-02-26,Coca Cola,3634.3
2019-02-26,Thums Up,1684.102
2019-02-26,Mirinda,12843.33
2019-02-26,Fanta,3013.9
2019-02-26,Mountain Dew,865.8
2019-02-27,Coca Cola,2889.3
2019-02-27,Thums Up,3218.27
2019-02-27,Mirinda,20844.15
2019-02-27,Fanta,885.25
2019-02-27,Sprite,58.15
2019-02-27,Mountain Dew,1065.2
2019-02-28,Coca Cola,6529.65
2019-02-28,Thums Up,1735
2019-02-28,Mirinda,31805.955
2019-02-28,Fanta,1789.75
2019-02-28,Sprite,91
2019-02-28,Mountain Dew,1196
2019-03-01,Coca Cola,7326
2019-03-01,Thums Up,2776.625
2019-03-01,Mirinda,15683.471
2019-03-01,Fanta,1568.45
2019-03-01,Sprite,38.5
2019-03-01,Mountain Dew,1466.825
2019-03-02,Coca Cola,6552.45
2019-03-02,Thums Up,2965.65
2019-03-02,Mirinda,10171.705
2019-03-02,Fanta,6277.1
2019-03-02,Sprite,12.5
2019-03-02,Mountain Dew,830.9
2019-03-03,Coca Cola,1588.25
2019-03-03,Thums Up,402.15
2019-03-03,Mirinda,2838.26
2019-03-03,Fanta,406.05
2019-03-03,Mountain Dew,163.4
2019-03-04,Coca Cola,2866.35
2019-03-04,Thums Up,1603.75
2019-03-04,Mirinda,8994.865
2019-03-04,Fanta,1153.75
2019-03-04,Sprite,17
2019-03-04,Mountain Dew,1066.9
2019-03-05,Coca Cola,5388.2
2019-03-05,Thums Up,2395.55
2019-03-05,Mirinda,7720.695
2019-03-05,Fanta,1650.9
2019-03-05,Sprite,66.55
2019-03-05,Mountain Dew,791.8
2019-03-06,Coca Cola,4926.45
2019-03-06,Thums Up,3916.65
2019-03-06,Mirinda,6390.83
2019-03-06,Fanta,1823.2
2019-03-06,Sprite,34
2019-03-06,Mountain Dew,1033.9
2019-03-07,Coca Cola,7083.1
2019-03-07,Thums Up,2869.2
2019-03-07,Mirinda,9825.055
2019-03-07,Fanta,3304.15
2019-03-07,Sprite,16
2019-03-07,Mountain Dew,973.45
2019-03-08,Coca Cola,4821.3
2019-03-08,Thums Up,3868.65
2019-03-08,Mirinda,7206.135
2019-03-08,Fanta,3172.5
2019-03-08,Mountain Dew,1202.35
2019-03-09,Coca Cola,3589.95
2019-03-09,Thums Up,1959.95
2019-03-09,Mirinda,9152.33
2019-03-09,Fanta,881.25
2019-03-09,Sprite,52
